,Stromverbrauch [W],Raumwämebedarf [W],WKA-Leistung [W],PV [W],BHKW Strom [W],Wärmepumpe Strom [W],Wärmepumpe Wärme [W],BHKW Wärme [W],Gaskessel [W],Gasverbrauch [W],Stromproduktion,p_diff,SOC,P_gs,P_gf
2022-02-20 21:00:00,151408.75,772913.75,0.0,0.0,101000.0,0.0,0.0,139986.0,632927.75,1015753.0555555555,101000.0,-50408.75,-0.0031440193063449213,50408.75,0.0
2022-02-20 22:00:00,151229.75,767527.25,0.0,0.0,101000.0,0.0,0.0,139986.0,627541.25,1009768.0555555555,101000.0,-50229.75,-0.0031440193063449213,50229.75,0.0
2022-02-20 23:00:00,148108.25,754061.0,0.0,0.0,101000.0,0.0,0.0,139986.0,614075.0,994805.5555555555,101000.0,-47108.25,-0.0031440193063449213,47108.25,0.0
2022-02-21 00:00:00,147683.5,734310.5,0.0,0.0,101000.0,0.0,0.0,139986.0,594324.5,972860.5555555555,101000.0,-46683.5,-0.0031440193063449213,46683.5,0.0
2022-02-21 01:00:00,146545.75,721742.0,0.0,0.0,101000.0,0.0,0.0,139986.0,581756.0,958895.5555555555,101000.0,-45545.75,-0.0031440193063449213,45545.75,0.0
2022-02-21 02:00:00,143729.0,728026.25,0.0,0.0,101000.0,0.0,0.0,139986.0,588040.25,965878.0555555555,101000.0,-42729.0,-0.0031440193063449213,42729.0,0.0
2022-02-21 03:00:00,143768.5,733412.75,0.0,0.0,101000.0,0.0,0.0,139986.0,593426.75,971863.0555555555,101000.0,-42768.5,-0.0031440193063449213,42768.5,0.0
2022-02-21 04:00:00,145336.5,743288.0,0.0,0.0,101000.0,0.0,0.0,139986.0,603302.0,982835.5555555555,101000.0,-44336.5,-0.0031440193063449213,44336.5,0.0
2022-02-21 05:00:00,158098.75,753163.25,0.0,0.0,101000.0,0.0,0.0,139986.0,613177.25,993808.0555555555,101000.0,-57098.75,-0.0031440193063449213,57098.75,0.0
2022-02-21 06:00:00,172485.25,780095.75,0.0,0.0,101000.0,0.0,0.0,139986.0,640109.75,1023733.0555555555,101000.0,-71485.25,-0.0031440193063449213,71485.25,0.0
2022-02-21 07:00:00,192268.25,789073.25,0.0,0.0,101000.0,0.0,0.0,139986.0,649087.25,1033708.0555555555,101000.0,-91268.25,-0.0031440193063449213,91268.25,0.0
2022-02-21 08:00:00,211188.75,783686.75,0.0,2792.898915730903,101000.0,0.0,0.0,139986.0,643700.75,1027723.0555555555,103792.8989157309,-107395.8510842691,-0.0031440193063449213,107395.8510842691,0.0
2022-02-21 09:00:00,228500.0,770220.5,0.0,13967.040559763751,101000.0,0.0,0.0,139986.0,630234.5,1012760.5555555555,114967.04055976374,-113532.95944023626,-0.0031440193063449213,113532.95944023626,0.0
2022-02-21 10:00:00,237288.75,754958.75,0.0,37611.866567078585,101000.0,0.0,0.0,139986.0,614972.75,995803.0555555555,138611.86656707857,-98676.88343292142,-0.0031440193063449213,98676.88343292142,0.0
2022-02-21 11:00:00,256455.5,732515.0,0.0,56310.555541423455,101000.0,0.0,0.0,139986.0,592529.0,970865.5555555555,157310.55554142344,-99144.94445857655,-0.0031440193063449213,99144.94445857655,0.0
2022-02-21 12:00:00,243871.75,704684.75,0.0,42757.785160190295,101000.0,0.0,0.0,139986.0,564698.75,939943.0555555555,143757.7851601903,-100113.9648398097,-0.0031440193063449213,100113.9648398097,0.0
2022-02-21 13:00:00,240299.5,681343.25,0.0,80837.80860030549,101000.0,0.0,0.0,139986.0,541357.25,914008.0555555555,181837.8086003055,-58461.69139969451,-0.0016084426352410606,59545.9487258637,0.0
2022-02-21 14:00:00,231574.75,660695.0,0.0,89056.87162273964,101000.0,0.0,0.0,139986.0,520709.0,891065.5555555555,190056.87162273965,-41517.87837726036,0.002998287378070521,41517.87837726036,0.0
2022-02-21 15:00:00,220373.5,661592.75,0.0,32503.35288995,101000.0,0.0,0.0,139986.0,521606.75,892063.0555555555,133503.35288995,-86870.14711005,0.002998287378070521,86870.14711005,0.0
2022-02-21 16:00:00,199986.5,667877.0,0.0,31037.48639419378,101000.0,0.0,0.0,139986.0,527891.0,899045.5555555555,132037.48639419378,-67949.01360580622,0.002998287378070521,67949.01360580622,0.0
2022-02-21 17:00:00,197830.75,675059.0,0.0,0.0,101000.0,0.0,0.0,139986.0,535073.0,907025.5555555555,101000.0,-96830.75,0.002998287378070521,96830.75,0.0
2022-02-21 18:00:00,178780.75,681343.25,0.0,0.0,101000.0,0.0,0.0,139986.0,541357.25,914008.0555555555,101000.0,-77780.75,0.002998287378070521,77780.75,0.0
2022-02-21 19:00:00,167763.75,686729.75,0.0,0.0,101000.0,0.0,0.0,139986.0,546743.75,919993.0555555555,101000.0,-66763.75,0.002998287378070521,66763.75,0.0
2022-02-21 20:00:00,162263.0,692116.25,0.0,0.0,101000.0,0.0,0.0,139986.0,552130.25,925978.0555555555,101000.0,-61263.0,0.002998287378070521,61263.0,0.0
2022-02-21 21:00:00,159923.75,692116.25,0.0,0.0,101000.0,0.0,0.0,139986.0,552130.25,925978.0555555555,101000.0,-58923.75,0.002998287378070521,58923.75,0.0
2022-02-21 22:00:00,156977.25,683138.75,0.0,0.0,101000.0,0.0,0.0,139986.0,543152.75,916003.0555555555,101000.0,-55977.25,0.002998287378070521,55977.25,0.0
2022-02-21 23:00:00,147329.25,678650.0,0.0,0.0,101000.0,0.0,0.0,139986.0,538664.0,911015.5555555555,101000.0,-46329.25,0.002998287378070521,46329.25,0.0
2022-02-22 00:00:00,143328.75,678650.0,0.0,0.0,101000.0,0.0,0.0,139986.0,538664.0,911015.5555555555,101000.0,-42328.75,0.002998287378070521,42328.75,0.0
2022-02-22 01:00:00,143796.25,678650.0,0.0,0.0,101000.0,0.0,0.0,139986.0,538664.0,911015.5555555555,101000.0,-42796.25,0.002998287378070521,42796.25,0.0
2022-02-22 02:00:00,142560.75,678650.0,0.0,0.0,101000.0,0.0,0.0,139986.0,538664.0,911015.5555555555,101000.0,-41560.75,0.002998287378070521,41560.75,0.0
2022-02-22 03:00:00,143798.0,678650.0,0.0,0.0,101000.0,0.0,0.0,139986.0,538664.0,911015.5555555555,101000.0,-42798.0,0.002998287378070521,42798.0,0.0
2022-02-22 04:00:00,144708.0,678650.0,0.0,0.0,101000.0,0.0,0.0,139986.0,538664.0,911015.5555555555,101000.0,-43708.0,0.002998287378070521,43708.0,0.0
2022-02-22 05:00:00,162152.0,675059.0,0.0,0.0,101000.0,0.0,0.0,139986.0,535073.0,907025.5555555555,101000.0,-61152.0,0.002998287378070521,61152.0,0.0
2022-02-22 06:00:00,174229.75,675059.0,0.0,0.0,101000.0,0.0,0.0,139986.0,535073.0,907025.5555555555,101000.0,-73229.75,0.002998287378070521,73229.75,0.0
2022-02-22 07:00:00,187327.5,678650.0,0.0,467.15504269932626,101000.0,0.0,0.0,139986.0,538664.0,911015.5555555555,101467.15504269933,-85860.34495730067,0.002998287378070521,85860.34495730067,0.0
2022-02-22 08:00:00,223024.0,678650.0,0.0,21440.076153347152,101000.0,0.0,0.0,139986.0,538664.0,911015.5555555555,122440.07615334715,-100583.92384665285,0.002998287378070521,100583.92384665285,0.0
2022-02-22 09:00:00,243248.75,678650.0,0.0,24080.295630243654,101000.0,0.0,0.0,139986.0,538664.0,911015.5555555555,125080.29563024367,-118168.45436975633,0.002998287378070521,118168.45436975633,0.0
2022-02-22 10:00:00,245762.25,675059.0,0.0,28653.992966110323,101000.0,0.0,0.0,139986.0,535073.0,907025.5555555555,129653.99296611032,-116108.25703388968,0.002998287378070521,116108.25703388968,0.0
2022-02-22 11:00:00,251172.25,672365.75,0.0,53257.64305985521,101000.0,0.0,0.0,139986.0,532379.75,904033.0555555555,154257.6430598552,-96914.60694014479,0.002998287378070521,96914.60694014479,0.0
2022-02-22 12:00:00,236103.25,655308.5,0.0,96395.09646518725,101000.0,0.0,0.0,139986.0,515322.5,885080.5555555555,197395.09646518723,-38708.15353481276,0.002998287378070521,38708.15353481276,0.0
2022-02-22 13:00:00,231649.75,641842.25,0.0,91733.82854200865,101000.0,0.0,0.0,139986.0,501856.25,870118.0555555555,192733.82854200865,-38915.92145799135,0.002998287378070521,38915.92145799135,0.0
2022-02-22 14:00:00,238521.0,642740.0,0.0,87490.3118932811,101000.0,0.0,0.0,139986.0,502754.0,871115.5555555555,188490.3118932811,-50030.68810671891,0.002998287378070521,50030.68810671891,0.0
2022-02-22 15:00:00,233252.25,647228.75,0.0,49749.437632827845,101000.0,0.0,0.0,139986.0,507242.75,876103.0555555555,150749.43763282784,-82502.81236717216,0.002998287378070521,82502.81236717216,0.0
2022-02-22 16:00:00,199383.0,658899.5,0.0,45025.25848686792,101000.0,0.0,0.0,139986.0,518913.5,889070.5555555555,146025.2584868679,-53357.74151313208,0.002998287378070521,53357.74151313208,0.0
2022-02-22 17:00:00,182951.0,670570.25,0.0,0.0,101000.0,0.0,0.0,139986.0,530584.25,902038.0555555555,101000.0,-81951.0,0.002998287378070521,81951.0,0.0
2022-02-22 18:00:00,169706.0,675059.0,0.0,0.0,101000.0,0.0,0.0,139986.0,535073.0,907025.5555555555,101000.0,-68706.0,0.002998287378070521,68706.0,0.0
2022-02-22 19:00:00,154779.0,675956.75,0.0,0.0,101000.0,0.0,0.0,139986.0,535970.75,908023.0555555555,101000.0,-53779.0,0.002998287378070521,53779.0,0.0
2022-02-22 20:00:00,148719.25,681343.25,0.0,0.0,101000.0,0.0,0.0,139986.0,541357.25,914008.0555555555,101000.0,-47719.25,0.002998287378070521,47719.25,0.0
2022-02-22 21:00:00,146799.0,685832.0,0.0,0.0,101000.0,0.0,0.0,139986.0,545846.0,918995.5555555555,101000.0,-45799.0,0.002998287378070521,45799.0,0.0
2022-02-22 22:00:00,145489.75,686729.75,0.0,0.0,101000.0,0.0,0.0,139986.0,546743.75,919993.0555555555,101000.0,-44489.75,0.002998287378070521,44489.75,0.0
2022-02-22 23:00:00,143606.75,692116.25,0.0,0.0,101000.0,0.0,0.0,139986.0,552130.25,925978.0555555555,101000.0,-42606.75,0.002998287378070521,42606.75,0.0
2022-02-23 00:00:00,144146.0,689423.0,0.0,0.0,101000.0,0.0,0.0,139986.0,549437.0,922985.5555555555,101000.0,-43146.0,0.002998287378070521,43146.0,0.0
2022-02-23 01:00:00,145412.5,690320.75,0.0,0.0,101000.0,0.0,0.0,139986.0,550334.75,923983.0555555555,101000.0,-44412.5,0.002998287378070521,44412.5,0.0
2022-02-23 02:00:00,143043.25,695707.25,0.0,0.0,101000.0,0.0,0.0,139986.0,555721.25,929968.0555555555,101000.0,-42043.25,0.002998287378070521,42043.25,0.0
2022-02-23 03:00:00,143631.25,700196.0,0.0,0.0,101000.0,0.0,0.0,139986.0,560210.0,934955.5555555555,101000.0,-42631.25,0.002998287378070521,42631.25,0.0
2022-02-23 04:00:00,148085.5,703787.0,0.0,0.0,101000.0,0.0,0.0,139986.0,563801.0,938945.5555555555,101000.0,-47085.5,0.002998287378070521,47085.5,0.0
2022-02-23 05:00:00,166895.25,707378.0,0.0,0.0,101000.0,0.0,0.0,139986.0,567392.0,942935.5555555555,101000.0,-65895.25,0.002998287378070521,65895.25,0.0
2022-02-23 06:00:00,176602.0,707378.0,0.0,0.0,101000.0,0.0,0.0,139986.0,567392.0,942935.5555555555,101000.0,-75602.0,0.002998287378070521,75602.0,0.0
2022-02-23 07:00:00,195000.0,703787.0,0.0,1141.167357798694,101000.0,0.0,0.0,139986.0,563801.0,938945.5555555555,102141.1673577987,-92858.8326422013,0.002998287378070521,92858.8326422013,0.0
2022-02-23 08:00:00,231250.0,700196.0,0.0,22540.29389212618,101000.0,0.0,0.0,139986.0,560210.0,934955.5555555555,123540.29389212618,-107709.70610787382,0.002998287378070521,107709.70610787382,0.0
2022-02-23 09:00:00,247000.0,700196.0,0.0,43246.4840186541,101000.0,0.0,0.0,139986.0,560210.0,934955.5555555555,144246.4840186541,-102753.5159813459,0.002998287378070521,102753.5159813459,0.0
2022-02-23 10:00:00,252519.0,703787.0,0.0,41104.302623845455,101000.0,0.0,0.0,139986.0,563801.0,938945.5555555555,142104.30262384546,-110414.69737615454,0.002998287378070521,110414.69737615454,0.0
2022-02-23 11:00:00,255187.5,700196.0,0.0,42351.903587647044,101000.0,0.0,0.0,139986.0,560210.0,934955.5555555555,143351.90358764704,-111835.59641235296,0.002998287378070521,111835.59641235296,0.0
2022-02-23 12:00:00,243256.5,696605.0,0.0,33331.52828035484,101000.0,0.0,0.0,139986.0,556619.0,930965.5555555555,134331.52828035483,-108924.97171964517,0.002998287378070521,108924.97171964517,0.0
2022-02-23 13:00:00,239040.5,700196.0,0.0,36676.92574633012,101000.0,0.0,0.0,139986.0,560210.0,934955.5555555555,137676.92574633012,-101363.57425366988,0.002998287378070521,101363.57425366988,0.0
2022-02-23 14:00:00,240675.0,696605.0,0.0,45921.8356107514,101000.0,0.0,0.0,139986.0,556619.0,930965.5555555555,146921.8356107514,-93753.16438924859,0.002998287378070521,93753.16438924859,0.0
2022-02-23 15:00:00,228707.25,701093.75,0.0,44864.63775870203,101000.0,0.0,0.0,139986.0,561107.75,935953.0555555555,145864.63775870204,-82842.61224129797,0.002998287378070521,82842.61224129797,0.0
2022-02-23 16:00:00,197716.5,710969.0,0.0,45704.54739390432,101000.0,0.0,0.0,139986.0,570983.0,946925.5555555555,146704.54739390433,-51011.95260609568,0.002998287378070521,51011.95260609568,0.0
2022-02-23 17:00:00,177480.75,721742.0,0.0,0.0,101000.0,0.0,0.0,139986.0,581756.0,958895.5555555555,101000.0,-76480.75,0.002998287378070521,76480.75,0.0
2022-02-23 18:00:00,162532.5,728924.0,0.0,0.0,101000.0,0.0,0.0,139986.0,588938.0,966875.5555555555,101000.0,-61532.5,0.002998287378070521,61532.5,0.0
2022-02-23 19:00:00,157220.75,736106.0,0.0,0.0,101000.0,0.0,0.0,139986.0,596120.0,974855.5555555555,101000.0,-56220.75,0.002998287378070521,56220.75,0.0
2022-02-23 20:00:00,150561.5,745981.25,0.0,0.0,101000.0,0.0,0.0,139986.0,605995.25,985828.0555555555,101000.0,-49561.5,0.002998287378070521,49561.5,0.0
2022-02-23 21:00:00,146797.75,742390.25,0.0,0.0,101000.0,0.0,0.0,139986.0,602404.25,981838.0555555555,101000.0,-45797.75,0.002998287378070521,45797.75,0.0
2022-02-23 22:00:00,148711.5,737901.5,0.0,0.0,101000.0,0.0,0.0,139986.0,597915.5,976850.5555555555,101000.0,-47711.5,0.002998287378070521,47711.5,0.0
2022-02-23 23:00:00,148918.75,746879.0,0.0,0.0,101000.0,0.0,0.0,139986.0,606893.0,986825.5555555555,101000.0,-47918.75,0.002998287378070521,47918.75,0.0
2022-02-24 00:00:00,146857.75,760345.25,0.0,0.0,101000.0,0.0,0.0,139986.0,620359.25,1001788.0555555555,101000.0,-45857.75,0.002998287378070521,45857.75,0.0
2022-02-24 01:00:00,148409.5,789971.0,0.0,0.0,101000.0,0.0,0.0,139986.0,649985.0,1034705.5555555555,101000.0,-47409.5,0.002998287378070521,47409.5,0.0
2022-02-24 02:00:00,150675.25,815108.0,0.0,0.0,101000.0,0.0,0.0,139986.0,675122.0,1062635.5555555555,101000.0,-49675.25,0.002998287378070521,49675.25,0.0
2022-02-24 03:00:00,152685.5,836654.0,0.0,0.0,101000.0,0.0,0.0,139986.0,696668.0,1086575.5555555555,101000.0,-51685.5,0.002998287378070521,51685.5,0.0
2022-02-24 04:00:00,153995.0,815108.0,0.0,0.0,101000.0,0.0,0.0,139986.0,675122.0,1062635.5555555555,101000.0,-52995.0,0.002998287378070521,52995.0,0.0
2022-02-24 05:00:00,173227.5,812414.75,0.0,0.0,101000.0,0.0,0.0,139986.0,672428.75,1059643.0555555555,101000.0,-72227.5,0.002998287378070521,72227.5,0.0
2022-02-24 06:00:00,182003.75,824085.5,0.0,0.0,101000.0,0.0,0.0,139986.0,684099.5,1072610.5555555555,101000.0,-81003.75,0.002998287378070521,81003.75,0.0
2022-02-24 07:00:00,198714.0,833063.0,0.0,3606.4131389947247,101000.0,0.0,0.0,139986.0,693077.0,1082585.5555555555,104606.41313899473,-94107.58686100527,0.002998287378070521,94107.58686100527,0.0
2022-02-24 08:00:00,208467.5,807028.25,0.0,48196.213524065206,101000.0,0.0,0.0,139986.0,667042.25,1053658.0555555555,149196.2135240652,-59271.28647593479,0.002998287378070521,59271.28647593479,0.0
2022-02-24 09:00:00,228564.25,823187.75,0.0,110559.99964681557,101000.0,0.0,0.0,139986.0,683201.75,1071613.0555555555,211559.99964681556,-17004.250353184434,0.004440768043650734,18050.30430132708,0.0
2022-02-24 10:00:00,230106.25,807028.25,0.0,129534.10452079718,101000.0,0.0,0.0,139986.0,667042.25,1053658.0555555555,230534.10452079718,427.8545207971765,0.04891999735736023,21742.12583135493,0.0
2022-02-24 11:00:00,225047.0,760345.25,0.0,111814.85064406971,101000.0,0.0,0.0,139986.0,620359.25,1001788.0555555555,212814.85064406972,-12232.14935593029,0.24014352812957457,0.0,0.0
2022-02-24 12:00:00,208731.5,743288.0,0.0,55334.508287512945,101000.0,0.0,0.0,139986.0,603302.0,982835.5555555555,156334.50828751296,-52396.99171248705,-0.0016013649473048735,48335.66013592485,0.0
2022-02-24 13:00:00,200704.75,746879.0,0.0,19059.773471691587,101000.0,0.0,0.0,139986.0,606893.0,986825.5555555555,120059.77347169159,-80644.97652830841,-0.0016013649473048735,80644.97652830841,0.0
2022-02-24 14:00:00,200627.25,752265.5,0.0,18585.18463954796,101000.0,0.0,0.0,139986.0,612279.5,992810.5555555555,119585.18463954795,-81042.06536045205,-0.0016013649473048735,81042.06536045205,0.0
2022-02-24 15:00:00,185842.75,743288.0,0.0,12534.289139436118,101000.0,0.0,0.0,139986.0,603302.0,982835.5555555555,113534.28913943612,-72308.46086056388,-0.0016013649473048735,72308.46086056388,0.0
2022-02-24 16:00:00,175706.75,730719.5,0.0,2774.548277705731,101000.0,0.0,0.0,139986.0,590733.5,968870.5555555555,103774.54827770573,-71932.20172229427,-0.0016013649473048735,71932.20172229427,0.0
2022-02-24 17:00:00,172448.25,716355.5,0.0,0.0,101000.0,0.0,0.0,139986.0,576369.5,952910.5555555555,101000.0,-71448.25,-0.0016013649473048735,71448.25,0.0
2022-02-24 18:00:00,171897.0,708275.75,0.0,0.0,101000.0,0.0,0.0,139986.0,568289.75,943933.0555555555,101000.0,-70897.0,-0.0016013649473048735,70897.0,0.0
2022-02-24 19:00:00,168456.5,710969.0,0.0,0.0,101000.0,0.0,0.0,139986.0,570983.0,946925.5555555555,101000.0,-67456.5,-0.0016013649473048735,67456.5,0.0
2022-02-24 20:00:00,169826.25,710071.25,0.0,0.0,101000.0,0.0,0.0,139986.0,570085.25,945928.0555555555,101000.0,-68826.25,-0.0016013649473048735,68826.25,0.0
2022-02-24 21:00:00,160865.0,701093.75,0.0,0.0,101000.0,0.0,0.0,139986.0,561107.75,935953.0555555555,101000.0,-59865.0,-0.0016013649473048735,59865.0,0.0
2022-02-24 22:00:00,161594.5,696605.0,0.0,0.0,101000.0,0.0,0.0,139986.0,556619.0,930965.5555555555,101000.0,-60594.5,-0.0016013649473048735,60594.5,0.0
2022-02-24 23:00:00,154588.0,701093.75,0.0,0.0,101000.0,0.0,0.0,139986.0,561107.75,935953.0555555555,101000.0,-53588.0,-0.0016013649473048735,53588.0,0.0
2022-02-25 00:00:00,147202.0,707378.0,0.0,0.0,101000.0,0.0,0.0,139986.0,567392.0,942935.5555555555,101000.0,-46202.0,-0.0016013649473048735,46202.0,0.0
2022-02-25 01:00:00,152282.5,713662.25,0.0,0.0,101000.0,0.0,0.0,139986.0,573676.25,949918.0555555555,101000.0,-51282.5,-0.0016013649473048735,51282.5,0.0
2022-02-25 02:00:00,149459.0,718151.0,0.0,0.0,101000.0,0.0,0.0,139986.0,578165.0,954905.5555555555,101000.0,-48459.0,-0.0016013649473048735,48459.0,0.0
2022-02-25 03:00:00,148308.5,721742.0,0.0,0.0,101000.0,0.0,0.0,139986.0,581756.0,958895.5555555555,101000.0,-47308.5,-0.0016013649473048735,47308.5,0.0
2022-02-25 04:00:00,149813.75,720844.25,0.0,0.0,101000.0,0.0,0.0,139986.0,580858.25,957898.0555555555,101000.0,-48813.75,-0.0016013649473048735,48813.75,0.0
2022-02-25 05:00:00,149315.0,711866.75,0.0,0.0,101000.0,0.0,0.0,139986.0,571880.75,947923.0555555555,101000.0,-48315.0,-0.0016013649473048735,48315.0,0.0
2022-02-25 06:00:00,152609.0,710969.0,0.0,0.0,101000.0,0.0,0.0,139986.0,570983.0,946925.5555555555,101000.0,-51609.0,-0.0016013649473048735,51609.0,0.0
2022-02-25 07:00:00,150223.0,714560.0,0.0,0.0,101000.0,0.0,0.0,139986.0,574574.0,950915.5555555555,101000.0,-49223.0,-0.0016013649473048735,49223.0,0.0
2022-02-25 08:00:00,151876.0,710071.25,0.0,10189.809972856328,101000.0,0.0,0.0,139986.0,570085.25,945928.0555555555,111189.80997285632,-40686.190027143675,-0.0016013649473048735,40686.190027143675,0.0
2022-02-25 09:00:00,160462.75,699298.25,0.0,42690.43674478039,101000.0,0.0,0.0,139986.0,559312.25,933958.0555555555,143690.4367447804,-16772.313255219615,-0.0016013649473048735,16772.313255219615,0.0
2022-02-25 10:00:00,157807.75,696605.0,0.0,51563.17008177328,101000.0,0.0,0.0,139986.0,556619.0,930965.5555555555,152563.17008177328,-5244.579918226729,0.010541315661084523,7618.813823540215,0.0
2022-02-25 11:00:00,166611.75,695707.25,0.0,27306.27033383464,101000.0,0.0,0.0,139986.0,555721.25,929968.0555555555,128306.27033383463,-38305.47966616536,-0.004078193640963911,37302.81583346544,0.0
2022-02-25 12:00:00,164421.75,686729.75,0.0,23121.784934545518,101000.0,0.0,0.0,139986.0,546743.75,919993.0555555555,124121.78493454552,-40299.96506545448,-0.004078193640963911,40299.96506545448,0.0
2022-02-25 13:00:00,160214.75,688525.25,0.0,23129.28988942828,101000.0,0.0,0.0,139986.0,548539.25,921988.0555555555,124129.28988942828,-36085.460110571716,-0.004078193640963911,36085.460110571716,0.0
2022-02-25 14:00:00,158960.75,682241.0,0.0,28314.800562992386,101000.0,0.0,0.0,139986.0,542255.0,915005.5555555555,129314.80056299239,-29645.949437007614,-0.004078193640963911,29645.949437007614,0.0
2022-02-25 15:00:00,153070.0,672365.75,0.0,33087.54332191641,101000.0,0.0,0.0,139986.0,532379.75,904033.0555555555,134087.54332191643,-18982.456678083585,-0.004078193640963911,18982.456678083585,0.0
2022-02-25 16:00:00,147480.25,670570.25,0.0,51692.120891996274,101000.0,0.0,0.0,139986.0,530584.25,902038.0555555555,152692.12089199628,5211.870891996277,0.054862431202715244,10260.965803402014,0.0
2022-02-25 17:00:00,151470.5,664286.0,0.0,0.0,101000.0,0.0,0.0,139986.0,524300.0,895055.5555555555,101000.0,-50470.5,0.0036259275460969,38188.37725528439,0.0
2022-02-25 18:00:00,145207.5,654410.75,0.0,0.0,101000.0,0.0,0.0,139986.0,514424.75,884083.0555555555,101000.0,-44207.5,0.0036259275460969,44207.5,0.0
2022-02-25 19:00:00,152990.25,649024.25,0.0,0.0,101000.0,0.0,0.0,139986.0,509038.25,878098.0555555555,101000.0,-51990.25,0.0036259275460969,51990.25,0.0
2022-02-25 20:00:00,155062.75,640944.5,0.0,0.0,101000.0,0.0,0.0,139986.0,500958.5,869120.5555555555,101000.0,-54062.75,0.0036259275460969,54062.75,0.0
2022-02-25 21:00:00,151812.5,646331.0,0.0,0.0,101000.0,0.0,0.0,139986.0,506345.0,875105.5555555555,101000.0,-50812.5,0.0036259275460969,50812.5,0.0
2022-02-25 22:00:00,152283.75,652615.25,0.0,0.0,101000.0,0.0,0.0,139986.0,512629.25,882088.0555555555,101000.0,-51283.75,0.0036259275460969,51283.75,0.0
2022-02-25 23:00:00,149871.75,653513.0,0.0,0.0,101000.0,0.0,0.0,139986.0,513527.0,883085.5555555555,101000.0,-48871.75,0.0036259275460969,48871.75,0.0
2022-02-26 00:00:00,152803.75,649922.0,0.0,0.0,101000.0,0.0,0.0,139986.0,509936.0,879095.5555555555,101000.0,-51803.75,0.0036259275460969,51803.75,0.0
2022-02-26 01:00:00,151343.5,649922.0,0.0,0.0,101000.0,0.0,0.0,139986.0,509936.0,879095.5555555555,101000.0,-50343.5,0.0036259275460969,50343.5,0.0
2022-02-26 02:00:00,150059.75,650819.75,0.0,0.0,101000.0,0.0,0.0,139986.0,510833.75,880093.0555555555,101000.0,-49059.75,0.0036259275460969,49059.75,0.0
2022-02-26 03:00:00,150351.0,656206.25,0.0,0.0,101000.0,0.0,0.0,139986.0,516220.25,886078.0555555555,101000.0,-49351.0,0.0036259275460969,49351.0,0.0
2022-02-26 04:00:00,149763.0,660695.0,0.0,0.0,101000.0,0.0,0.0,139986.0,520709.0,891065.5555555555,101000.0,-48763.0,0.0036259275460969,48763.0,0.0
2022-02-26 05:00:00,149720.25,666979.25,0.0,0.0,101000.0,0.0,0.0,139986.0,526993.25,898048.0555555555,101000.0,-48720.25,0.0036259275460969,48720.25,0.0
2022-02-26 06:00:00,154752.0,683138.75,0.0,0.0,101000.0,0.0,0.0,139986.0,543152.75,916003.0555555555,101000.0,-53752.0,0.0036259275460969,53752.0,0.0
2022-02-26 07:00:00,146309.5,682241.0,0.0,3480.9317544107407,101000.0,0.0,0.0,139986.0,542255.0,915005.5555555555,104480.93175441075,-41828.56824558925,0.0036259275460969,41828.56824558925,0.0
2022-02-26 08:00:00,150548.75,679547.75,0.0,39233.588478683894,101000.0,0.0,0.0,139986.0,539561.75,912013.0555555555,140233.5884786839,-10315.16152131611,0.0036259275460969,10731.459640341865,416.298119025756
2022-02-26 09:00:00,147068.5,660695.0,0.0,60251.226235394795,101000.0,0.0,0.0,139986.0,520709.0,891065.5555555555,161251.2262353948,14182.726235394795,0.08544151701710642,2554.0170820585845,0.0
2022-02-26 10:00:00,152203.0,640944.5,0.0,72998.39417588826,101000.0,0.0,0.0,139986.0,500958.5,869120.5555555555,173998.39417588827,21795.394175888257,0.15607093343292355,0.0,0.0
2022-02-26 11:00:00,149236.5,624785.0,0.0,100970.01169260324,101000.0,0.0,0.0,139986.0,484799.0,851165.5555555555,201970.01169260324,52733.51169260324,0.6222250857021693,0.0,0.0
2022-02-26 12:00:00,150073.75,608625.5,0.0,91099.19662736027,101000.0,0.0,0.0,139986.0,468639.5,833210.5555555555,192099.19662736027,42025.446627360274,0.9493388547999754,0.0,21821.936567836223
2022-02-26 13:00:00,146616.5,603239.0,0.0,74488.74580054848,101000.0,0.0,0.0,139986.0,463253.0,827225.5555555555,175488.7458005485,28872.245800548488,0.9954473079901272,0.0,28390.90239509714
2022-02-26 14:00:00,149852.25,619398.5,0.0,46072.1803177573,101000.0,0.0,0.0,139986.0,479412.5,845180.5555555555,147072.1803177573,-2780.0696822426908,0.909573185566052,0.0,10905.505245861103
2022-02-26 15:00:00,149098.5,653513.0,0.0,24307.11393891044,101000.0,0.0,0.0,139986.0,513527.0,883085.5555555555,125307.11393891044,-23791.38606108956,0.7029097894211295,0.0,0.0
2022-02-26 16:00:00,147630.0,663388.25,0.0,10583.648787156117,101000.0,0.0,0.0,139986.0,523402.25,894058.0555555555,111583.64878715613,-36046.35121284388,0.3384690376190749,0.0,0.0
2022-02-26 17:00:00,145152.0,664286.0,0.0,1562.1277123008533,101000.0,0.0,0.0,139986.0,524300.0,895055.5555555555,102562.12771230086,-42589.872287699145,0.015804165695675554,26102.764079075758,0.0
2022-02-26 18:00:00,149053.25,660695.0,0.0,0.0,101000.0,0.0,0.0,139986.0,520709.0,891065.5555555555,101000.0,-48053.25,-0.0003360602610408932,48053.25,0.0
