,Stromverbrauch [W],Raumwämebedarf [W],WKA-Leistung [W],PV [W],BHKW Strom [W],Wärmepumpe Strom [W],Wärmepumpe Wärme [W],BHKW Wärme [W],Gaskessel [W],Gasverbrauch [W],Stromproduktion,p_diff,SOC,P_gs,P_gf
2022-01-04 18:00:00,205082.5,777402.5,1503.0,0.0,101000.0,0.0,0.0,139986.0,637416.5,1020740.5555555555,102503.0,-102579.5,0.004922059770334789,102579.5,0.0
2022-01-04 19:00:00,179665.5,734310.5,10282.5,0.0,101000.0,0.0,0.0,139986.0,594324.5,972860.5555555555,111282.5,-68383.0,0.004922059770334789,68383.0,0.0
2022-01-04 20:00:00,160009.5,754958.75,10730.0,0.0,101000.0,0.0,0.0,139986.0,614972.75,995803.0555555555,111730.0,-48279.5,0.004922059770334789,48279.5,0.0
2022-01-04 21:00:00,151148.5,848324.75,5052.5,0.0,101000.0,0.0,0.0,139986.0,708338.75,1099543.0555555555,106052.5,-45096.0,0.004922059770334789,45096.0,0.0
2022-01-04 22:00:00,151796.75,889621.25,7222.5,0.0,101000.0,0.0,0.0,139986.0,749635.25,1145428.0555555555,108222.5,-43574.25,0.004922059770334789,43574.25,0.0
2022-01-04 23:00:00,148134.0,897701.0,6340.0,0.0,101000.0,0.0,0.0,139986.0,757715.0,1154405.5555555555,107340.0,-40794.0,0.004922059770334789,40794.0,0.0
2022-01-05 00:00:00,145674.5,898598.75,14025.0,0.0,101000.0,0.0,0.0,139986.0,758612.75,1155403.0555555555,115025.0,-30649.5,0.004922059770334789,30649.5,0.0
2022-01-05 01:00:00,147681.0,904883.0,22875.0,0.0,101000.0,0.0,0.0,139986.0,764897.0,1162385.5555555555,123875.0,-23806.0,0.004922059770334789,23806.0,0.0
2022-01-05 02:00:00,145573.75,915656.0,24000.0,0.0,101000.0,0.0,0.0,139986.0,775670.0,1174355.5555555555,125000.0,-20573.75,0.004922059770334789,20573.75,0.0
2022-01-05 03:00:00,145446.0,922838.0,39025.0,0.0,101000.0,0.0,0.0,139986.0,782852.0,1182335.5555555555,140025.0,-5421.0,0.004922059770334789,5514.0,93.0
2022-01-05 04:00:00,149261.5,935406.5,47175.0,0.0,101000.0,0.0,0.0,139986.0,795420.5,1196300.5555555555,148175.0,-1086.5,0.006402508040835584,3391.069224320896,0.0
2022-01-05 05:00:00,175201.5,955157.0,40800.0,0.0,101000.0,0.0,0.0,139986.0,815171.0,1218245.5555555555,141800.0,-33401.5,-0.003961558068845511,32262.393122376063,0.0
2022-01-05 06:00:00,186339.5,970418.75,48450.0,0.0,101000.0,0.0,0.0,139986.0,830432.75,1235203.0555555555,149450.0,-36889.5,-0.003961558068845511,36889.5,0.0
2022-01-05 07:00:00,210472.5,977600.75,53725.0,0.0,101000.0,0.0,0.0,139986.0,837614.75,1243183.0555555555,154725.0,-55747.5,-0.003961558068845511,55747.5,0.0
2022-01-05 08:00:00,232755.5,982089.5,43150.0,0.0,101000.0,0.0,0.0,139986.0,842103.5,1248170.5555555555,144150.0,-88605.5,-0.003961558068845511,88605.5,0.0
2022-01-05 09:00:00,256190.0,971316.5,32425.0,4281.992980244492,101000.0,0.0,0.0,139986.0,831330.5,1236200.5555555555,137706.99298024448,-118483.00701975552,-0.003961558068845511,118483.00701975552,0.0
2022-01-05 10:00:00,260795.75,956952.5,23840.0,11381.042699289957,101000.0,0.0,0.0,139986.0,816966.5,1220240.5555555555,136221.04269928997,-124574.70730071006,-0.003961558068845511,124574.70730071006,0.0
2022-01-05 11:00:00,266646.25,945281.75,49250.0,13233.679068227471,101000.0,0.0,0.0,139986.0,805295.75,1207273.0555555555,163483.67906822747,-103162.57093177253,-0.003961558068845511,103162.57093177253,0.0
2022-01-05 12:00:00,253066.25,939895.25,48725.0,14196.356613224143,101000.0,0.0,0.0,139986.0,799909.25,1201288.0555555555,163921.35661322414,-89144.89338677586,-0.003961558068845511,89144.89338677586,0.0
2022-01-05 13:00:00,246200.5,933611.0,48550.0,15416.440895705688,101000.0,0.0,0.0,139986.0,793625.0,1194305.5555555555,164966.4408957057,-81234.05910429431,-0.003961558068845511,81234.05910429431,0.0
2022-01-05 14:00:00,251161.75,922838.0,45450.0,8288.045269774828,101000.0,0.0,0.0,139986.0,782852.0,1182335.5555555555,154738.04526977483,-96423.70473022517,-0.003961558068845511,96423.70473022517,0.0
2022-01-05 15:00:00,251670.75,916553.75,48400.0,1757.0308121576852,101000.0,0.0,0.0,139986.0,776567.75,1175353.0555555555,151157.03081215767,-100513.71918784232,-0.003961558068845511,100513.71918784232,0.0
2022-01-05 16:00:00,232721.5,912065.0,33000.0,0.0,101000.0,0.0,0.0,139986.0,772079.0,1170365.5555555555,134000.0,-98721.5,-0.003961558068845511,98721.5,0.0
2022-01-05 17:00:00,224027.75,908474.0,31200.0,0.0,101000.0,0.0,0.0,139986.0,768488.0,1166375.5555555555,132200.0,-91827.75,-0.003961558068845511,91827.75,0.0
2022-01-05 18:00:00,197752.0,912065.0,35325.0,0.0,101000.0,0.0,0.0,139986.0,772079.0,1170365.5555555555,136325.0,-61427.0,-0.003961558068845511,61427.0,0.0
2022-01-05 19:00:00,182791.75,908474.0,36200.0,0.0,101000.0,0.0,0.0,139986.0,768488.0,1166375.5555555555,137200.0,-45591.75,-0.003961558068845511,45591.75,0.0
2022-01-05 20:00:00,167874.75,908474.0,26900.0,0.0,101000.0,0.0,0.0,139986.0,768488.0,1166375.5555555555,127900.0,-39974.75,-0.003961558068845511,39974.75,0.0
2022-01-05 21:00:00,160147.5,908474.0,35225.0,0.0,101000.0,0.0,0.0,139986.0,768488.0,1166375.5555555555,136225.0,-23922.5,-0.003961558068845511,23922.5,0.0
2022-01-05 22:00:00,154696.25,908474.0,30100.0,0.0,101000.0,0.0,0.0,139986.0,768488.0,1166375.5555555555,131100.0,-23596.25,-0.003961558068845511,23596.25,0.0
2022-01-05 23:00:00,149437.75,903985.25,31025.0,0.0,101000.0,0.0,0.0,139986.0,763999.25,1161388.0555555555,132025.0,-17412.75,-0.003961558068845511,17412.75,0.0
2022-01-06 00:00:00,147973.5,897701.0,5822.5,0.0,101000.0,0.0,0.0,139986.0,757715.0,1154405.5555555555,106822.5,-41151.0,-0.003961558068845511,41151.0,0.0
2022-01-06 01:00:00,146738.75,887825.75,2611.25,0.0,101000.0,0.0,0.0,139986.0,747839.75,1143433.0555555555,103611.25,-43127.5,-0.003961558068845511,43127.5,0.0
2022-01-06 02:00:00,145358.0,886928.0,0.0,0.0,101000.0,0.0,0.0,139986.0,746942.0,1142435.5555555555,101000.0,-44412.333333333336,-0.003961558068845511,44412.333333333336,0.0
2022-01-06 03:00:00,142452.25,882439.25,2773.3333333333335,0.0,101000.0,0.0,0.0,139986.0,742453.25,1137448.0555555555,103773.33333333333,-39590.666666666664,-0.003961558068845511,39590.666666666664,0.0
2022-01-06 04:00:00,151362.5,876155.0,4032.5,0.0,101000.0,0.0,0.0,139986.0,736169.0,1130465.5555555555,105032.5,-46330.0,-0.003961558068845511,46330.0,0.0
2022-01-06 05:00:00,173117.5,864484.25,1980.0,0.0,101000.0,0.0,0.0,139986.0,724498.25,1117498.0555555555,102980.0,-70964.66666666667,-0.003961558068845511,70964.66666666667,0.0
2022-01-06 06:00:00,185358.0,857302.25,2284.6666666666665,0.0,101000.0,0.0,0.0,139986.0,717316.25,1109518.0555555555,103284.66666666667,-82965.33333333333,-0.003961558068845511,82965.33333333333,0.0
2022-01-06 07:00:00,199933.25,848324.75,1114.0,0.0,101000.0,0.0,0.0,139986.0,708338.75,1099543.0555555555,102114.0,-97819.25,-0.003961558068845511,97819.25,0.0
2022-01-06 08:00:00,232593.5,842938.25,854.0,0.0,101000.0,0.0,0.0,139986.0,702952.25,1093558.0555555555,101854.0,-130739.5,-0.003961558068845511,130739.5,0.0
2022-01-06 09:00:00,254969.0,836654.0,2537.5,358.2085591282444,101000.0,0.0,0.0,139986.0,696668.0,1086575.5555555555,103895.70855912825,-151073.29144087178,-0.003961558068845511,151073.29144087178,0.0
2022-01-06 10:00:00,255122.0,825881.0,619.25,6082.2761083938985,101000.0,0.0,0.0,139986.0,685895.0,1074605.5555555555,107701.5261083939,-147420.4738916061,-0.003961558068845511,147420.4738916061,0.0
2022-01-06 11:00:00,261808.5,812414.75,351.5,10279.6572282878,101000.0,0.0,0.0,139986.0,672428.75,1059643.0555555555,111631.1572282878,-150177.3427717122,-0.003961558068845511,150177.3427717122,0.0
2022-01-06 12:00:00,248468.5,786380.0,1535.0,8386.555125008155,101000.0,0.0,0.0,139986.0,646394.0,1030715.5555555555,110921.55512500816,-137546.94487499184,-0.003961558068845511,137546.94487499184,0.0
2022-01-06 13:00:00,241605.0,757652.0,1018.25,8350.887851637002,101000.0,0.0,0.0,139986.0,617666.0,998795.5555555555,110369.137851637,-131235.862148363,-0.003961558068845511,131235.862148363,0.0
2022-01-06 14:00:00,245945.75,729821.75,1871.75,6025.18877922418,101000.0,0.0,0.0,139986.0,589835.75,967873.0555555555,108896.93877922418,-137048.81122077582,-0.003961558068845511,137048.81122077582,0.0
2022-01-06 15:00:00,235222.75,713662.25,2925.0,178.96621032046738,101000.0,0.0,0.0,139986.0,573676.25,949918.0555555555,104103.96621032046,-131118.78378967952,-0.003961558068845511,131118.78378967952,0.0
2022-01-06 16:00:00,226944.5,703787.0,3862.5,0.0,101000.0,0.0,0.0,139986.0,563801.0,938945.5555555555,104862.5,-122082.0,-0.003961558068845511,122082.0,0.0
2022-01-06 17:00:00,203613.25,681343.25,6335.0,0.0,101000.0,0.0,0.0,139986.0,541357.25,914008.0555555555,107335.0,-96278.25,-0.003961558068845511,96278.25,0.0
2022-01-06 18:00:00,182954.0,665183.75,8710.0,0.0,101000.0,0.0,0.0,139986.0,525197.75,896053.0555555555,109710.0,-73244.0,-0.003961558068845511,73244.0,0.0
2022-01-06 19:00:00,167435.0,639149.0,11487.5,0.0,101000.0,0.0,0.0,139986.0,499163.0,867125.5555555555,112487.5,-54947.5,-0.003961558068845511,54947.5,0.0
2022-01-06 20:00:00,163029.0,636455.75,22850.0,0.0,101000.0,0.0,0.0,139986.0,496469.75,864133.0555555555,123850.0,-39179.0,-0.003961558068845511,39179.0,0.0
